,country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,New_deaths,population,ratio
250,Angola,AGO,2021-11-07,7246966.0,5269623.0,1977343.0,0,34472807.0,15.286318285598268
251,Angola,AGO,2021-11-11,7806481.0,5802574.0,2003907.0,0,34472807.0,16.832322357735475
252,Angola,AGO,2021-11-18,8231981.0,5950213.0,2281768.0,0,34472807.0,17.26059905710608
253,Angola,AGO,2021-11-21,8798259.0,6145451.0,2652808.0,1,34472807.0,17.826952705069825
254,Angola,AGO,2021-11-24,9026310.0,6266044.0,2760266.0,0,34472807.0,18.17677336226203
255,Angola,AGO,2021-12-06,10018061.0,6737721.0,3280340.0,0,34472807.0,19.545031537466617
256,Angola,AGO,2021-12-09,10319552.0,7003795.0,3315757.0,0,34472807.0,20.3168688874103
257,Angola,AGO,2021-12-15,10805281.0,7246240.0,3559041.0,0,34472807.0,21.020162355795396
258,Angola,AGO,2021-12-23,11164918.0,7423668.0,3741250.0,0,34472807.0,21.534852093709688
259,Anguilla,AIA,2021-04-22,6898.0,6115.0,783.0,0,15117.0,40.451147714493615
260,Anguilla,AIA,2021-05-17,13235.0,8811.0,4424.0,0,15117.0,58.28537408215916
261,Anguilla,AIA,2021-05-28,14443.0,9004.0,5439.0,0,15117.0,59.56208242376133
262,Anguilla,AIA,2021-06-04,14557.0,9044.0,5513.0,0,15117.0,59.82668518886023
263,Anguilla,AIA,2021-06-11,14937.0,9119.0,5818.0,0,15117.0,60.32281537342066
264,Anguilla,AIA,2021-06-18,15198.0,9183.0,6015.0,0,15117.0,60.74617979757888
265,Anguilla,AIA,2021-06-25,15789.0,9264.0,6525.0,0,15117.0,61.282000396904145
266,Anguilla,AIA,2021-07-02,16460.0,9300.0,7160.0,0,15117.0,61.52014288549316
267,Anguilla,AIA,2021-07-09,16951.0,9321.0,7630.0,0,15117.0,61.65905933717008
268,Anguilla,AIA,2021-07-16,17807.0,9362.0,8445.0,0,15117.0,61.93027717139644
269,Anguilla,AIA,2021-07-23,18001.0,9398.0,8603.0,0,15117.0,62.16841965998545
270,Anguilla,AIA,2021-07-30,18193.0,9428.0,8765.0,0,15117.0,62.36687173380962
271,Anguilla,AIA,2021-08-06,18457.0,9492.0,8965.0,0,15117.0,62.79023615796785
272,Anguilla,AIA,2021-08-20,18458.0,9493.0,8965.0,0,15117.0,62.79685122709532
273,Anguilla,AIA,2021-09-03,18471.0,9493.0,8978.0,0,15117.0,62.79685122709532
274,Anguilla,AIA,2021-09-10,18481.0,9493.0,8988.0,0,15117.0,62.79685122709532
275,Anguilla,AIA,2021-09-17,18565.0,9498.0,9067.0,0,15117.0,62.82992657273269
276,Anguilla,AIA,2021-09-24,18584.0,9498.0,9086.0,0,15117.0,62.82992657273269
277,Anguilla,AIA,2021-10-01,18704.0,9548.0,9156.0,0,15117.0,63.16068002910631
278,Anguilla,AIA,2021-11-29,19730.0,9911.0,9156.0,0,15117.0,65.56195012237878
279,Anguilla,AIA,2021-12-01,19914.0,10038.0,9213.0,0,15117.0,66.40206390156777
280,Anguilla,AIA,2021-12-08,20284.0,10079.0,9223.0,1,15117.0,66.67328173579415
