"개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","전화번호","소재지면적","소재지우편번호","지번주소","도로명주소","도로명우편번호","사업장명","최종수정일자","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(X)","좌표정보(Y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부"
"3080000","3080000-201-1978-00157","1978-04-21","","01","영업/정상","01","영업","","","","","02 9876027","53.98","142-803","서울특별시 강북구 미아동 160-22","서울특별시 강북구 덕릉로28길 26 (미아동)","01128","하이빌모텔","2023-03-07 11:17:19","U","2022-12-03 00:09:00.0","여관업","202057.76679567","459017.315539919","","","","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-201-2000-00037","2000-07-13","","01","영업/정상","01","영업","","","","","0226020055","1320.00","157-866","서울특별시 강서구 화곡동 24-60","서울특별시 강서구 화곡로 248-8 (화곡동)","07678","호텔야자 강서구청점","2023-03-08 10:02:50","U","2022-12-02 23:01:00.0","일반호텔","186358.999273022","449453.772638795","","","","","","","","","","","","","","","","","","","","","",""
"3120000","3120000-201-1997-01161","1997-08-04","","01","영업/정상","01","영업","","","","","02 3129460","906.72","120-833","서울특별시 서대문구 창천동 20-76","서울특별시 서대문구 신촌로 125-5 (창천동)","03780","호텔레츠","2023-03-10 11:40:29","U","2022-12-02 23:02:00.0","여관업","194602.49611294","450461.836855817","","","","","","","","","","","","","","","","","","","","","",""
"3160000","3160000-201-2011-00001","2011-08-01","","01","영업/정상","01","영업","","","","","","486.93","152-894","서울특별시 구로구 오류동 52-4","서울특별시 구로구 경인로20나길 6 (오류동)","08271","아공스테이","2023-06-14 16:14:38","U","2022-12-05 23:06:00.0","여관업","186081.463781645","443677.477878516","","","","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-201-2018-00008","2018-10-11","","01","영업/정상","01","영업","","","","","","100.00","150-033","서울특별시 영등포구 영등포동3가 10-26","서울특별시 영등포구 영중로2길 5 (영등포동3가)","07304","지비다 어반인(JIBIDA URBAN INN)","2023-08-01 13:28:46","U","2022-12-08 00:03:00.0","여관업","191726.483658559","446089.014336334","","","","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-201-1971-00077","19710521","","01","영업/정상","01","영업","","","","","02  777 7455","377.53","100873","서울특별시 중구 회현동1가 89-2","서울특별시 중구 퇴계로10길 20-8, 4층 (회현동1가)","04634","대영호텔","2022-04-22 10:46:38","U","2021-12-03 22:04:00.0","여관업","198189.576573592","450677.440130558","","","","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-214-2022-00002","2022-11-22","","01","영업/정상","01","영업","","","","","02  16447694","5540.47","137-876","서울특별시 서초구 서초동 1595-1 지젤시그니티 서초","서울특별시 서초구 효령로53길 50 (서초동)","06651","르컬렉티브 서울서초","2023-07-06 16:30:22","U","2022-12-07 00:08:00.0","숙박업(생활)","201096.166530262","442769.552530239","","","","","","","","","","","","","","","","","","","","","",""
"3200000","3200000-201-1986-00145","1986-11-15","","01","영업/정상","01","영업","","","","","02 8888256","3566.89","151-890","서울특별시 관악구 신림동 1422-31","서울특별시 관악구 신림로64길 16 (신림동)","08754","포도모텔","2023-03-14 17:44:25","U","2022-12-02 23:06:00.0","여관업","193796.499920643","442525.99298378","","","","","","","","","","","","","","","","","","","","","",""
"3050000","3050000-201-1988-00405","1988-07-25","","01","영업/정상","01","영업","","","","","02 961 7300","652.32","130-876","서울특별시 동대문구 휘경동 336-2","서울특별시 동대문구 이문로 14 (휘경동)","02446","글램(GLAM)","2023-05-15 11:26:10","U","2022-12-04 23:07:00.0","여관업","204787.921197511","454075.674241291","","","","","","","","","","","","","","","","","","","","","",""
"3230000","3230000-201-2023-00001","2023-03-07","","01","영업/정상","01","영업","","","","","","996.20","138-826","서울특별시 송파구 문정동 61-15 메리제인호텔","서울특별시 송파구 송파대로20길 6 (문정동, 메리제인호텔)","05807","메리제인","2023-03-16 12:23:35","U","2022-12-02 23:08:00.0","관광호텔","210857.025715606","442611.394350958","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-1983-00043","1983-10-14","","03","폐업","02","폐업","2023-05-10","","","","02 4647551","378.00","143-841","서울특별시 광진구 자양동 7-43","서울특별시 광진구 아차산로 234 (자양동)","05073","화양장여관","2023-05-10 13:53:56","U","2022-12-04 23:02:00.0","여관업","206045.707257167","448651.962282277","","","","","","","","","","","","","","","","","","","","","",""
"3030000","3030000-201-1998-00153","1998-06-18","","01","영업/정상","01","영업","","","","","0222962905","1294.03","133-882","서울특별시 성동구 도선동 138-0 142,143","서울특별시 성동구 왕십리로22길 11-11 (도선동,142,143)","04709","파라다이스","2023-05-16 15:17:42","U","2022-12-04 23:08:00.0","여관업","202979.146844589","451201.205510772","","","","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-201-2003-00073","2003-02-26","","01","영업/정상","01","영업","","","","","02  22730045","217.80","100-391","서울특별시 중구 장충동1가 58-5","서울특별시 중구 동호로24길 42 (장충동1가)","04616","파이프 호스텔","2023-02-02 11:41:56","U","2022-12-02 00:04:00.0","여관업","200432.032997409","450987.921192746","","","","","","","","","","","","","","","","","","","","","",""
"3170000","3170000-201-1983-00076","19830316","","01","영업/정상","01","영업","","","","","02 8632400","636.32","153813","서울특별시 금천구 독산동 296-35","서울특별시 금천구 시흥대로123길 44 (독산동)","08523","하얀장","2022-04-08 13:36:50","U","2021-12-03 23:02:00.0","여관업","190734.125570838","441028.013466643","","","","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-201-1979-00066","19790302","","03","폐업","02","폐업","20220531","","","","02  34818777","1,202.98","137070","서울특별시 서초구 서초동 1317-9 ,10호 2층~6층","서울특별시 서초구 서초대로77길 11, 2층~6층 (서초동)","06615","The S HOTEL(더 에스 호텔)","2022-05-31 11:08:37","U","2021-12-06 00:04:00.0","여관업","202256.863333333","444066.363333333","","","","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-201-2002-00002","2002-01-21","","01","영업/정상","01","영업","","","","","02  745 1986","204.78","100-855","서울특별시 중구 장충동2가 74","서울특별시 중구 퇴계로56가길 2 (장충동2가)","04616","조이 게스트하우스","2023-03-03 13:29:32","U","2022-12-03 00:05:00.0","여관업","200414.405106008","451048.442293564","","","","","","","","","","","","","","","","","","","","","",""
"3210000","3210000-201-2000-00009","20000114","","03","폐업","02","폐업","20220920","","","","5886002","4,025.43","137876","서울특별시 서초구 서초동 1593-1 외 2필 1층~9층","서울특별시 서초구 반포대로18길 40, 1층~9층 (서초동)","06652","E 호텔","2022-09-21 10:26:42","U","2021-12-08 22:03:00.0","일반호텔","201034.634464508","442758.770379981","","","","","","","","","","","","","","","","","","","","","",""
"3220000","3220000-201-1978-00011","19780809","","01","영업/정상","01","영업","","","","","02 5521452","1,658.09","135920","서울특별시 강남구 역삼동 718-28","서울특별시 강남구 언주로87길 41 (역삼동)","06220","호텔벤","2022-03-29 10:59:04","U","2021-12-02 21:01:00.0","여관업","203456.622708194","444279.795251627","","","","","","","","","","","","","","","","","","","","","",""
"3050000","3050000-201-1900-00001","19000303","","01","영업/정상","01","영업","","","","","02 9235551","907.00","130810","서울특별시 동대문구 신설동 89-89","서울특별시 동대문구 하정로 48 (신설동)","02582","M(엠)모텔","2022-12-12 09:19:34","U","2021-11-01 23:04:00.0","여관업","202315.171251745","452555.766177658","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1975-00051","19750423","","03","폐업","02","폐업","20220406","","","","","143.61","121807","서울특별시 마포구 노고산동 57-31","서울특별시 마포구 신촌로18길 15-6 (노고산동)","04058","Blue맨션","2022-04-06 16:39:50","U","2021-12-04 00:09:00.0","여관업","194206.280678065","450269.361726124","","","","","","","","","","","","","","","","","","","","","",""
"3080000","3080000-201-1972-00205","1972-12-01","","03","폐업","02","폐업","2023-07-25","","","","02   9878977","115.06","142-804","서울특별시 강북구 미아동 35-29","서울특별시 강북구 도봉로 34-7 (미아동)","01220","붐(BOOM)모텔","2023-07-25 14:57:33","U","2022-12-06 22:07:00.0","여관업","202637.165705533","456666.32961113","","","","","","","","","","","","","","","","","","","","","",""
"3000000","3000000-201-1970-00256","19701026","","01","영업/정상","01","영업","","","","","02 7634548","221.48","110862","서울특별시 종로구 숭인동 66-8번지 ","서울특별시 종로구 종로57길 34-8 (숭인동)","03113","호스텔 바닐라 2","2019-06-04 10:08:29","U","2019-06-06 02:40:00.0","여관업","201372.234018674    ","452512.140452702    ","여관업","0","0","0","5","0","0","10","0","10","Y","0","","","","","0","","","0","0","N"
"3000000","3000000-201-1999-00373","1999-11-15","","01","영업/정상","01","영업","","","","","02 7373190","79.34","110-045","서울특별시 종로구 체부동 64","서울특별시 종로구 자하문로1나길 6 (체부동)","03041","나그네 하우스","2023-03-06 17:09:24","U","2022-12-03 00:08:00.0","여관업","197429.236122998","452722.801883641","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-2018-00001","2018-01-05","","01","영업/정상","01","영업","","","","","02  499 8616","2950.75","143-916","서울특별시 광진구 화양동 24-15","서울특별시 광진구 동일로 156 (화양동)","05013","에이치에비뉴 호텔 건대점","2023-03-13 17:06:07","U","2022-12-02 23:05:00.0","관광호텔","205814.775584133","449312.4702829","","","","","","","","","","","","","","","","","","","","","",""
"3160000","3160000-201-1975-00175","1975-06-20","","01","영업/정상","01","영업","","","","","0208611050","68.48","152-858","서울특별시 구로구 구로동 500-20","서울특별시 구로구 구로중앙로 135-4 (구로동)","08280","스테이션 호텔","2023-03-13 13:39:33","U","2022-12-02 23:05:00.0","여인숙업","189580.023375336","444191.005069404","","","","","","","","","","","","","","","","","","","","","",""
"3190000","3190000-201-1971-00117","1971-06-30","","03","폐업","02","폐업","2023-03-13","","","","02 8157107","258.38","156-802","서울특별시 동작구 노량진동 211-47 외1필지","서울특별시 동작구 만양로14길 20 (노량진동,외1필지)","06914","부흥","2023-03-13 14:29:28","U","2022-12-02 23:05:00.0","여관업","195107.878190773","445495.618756887","","","","","","","","","","","","","","","","","","","","","",""
"3110000","3110000-201-1971-00079","1971-09-03","","03","폐업","02","폐업","2023-03-27","","","","","174.42","122-952","서울특별시 은평구 응암동 749-49","서울특별시 은평구 응암로12길 11-6 (응암동)","03479","카누","2023-05-08 14:39:41","U","2022-12-04 23:00:00.0","여관업","192719.143760434","453971.592246124","","","","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-201-2023-00002","2023-03-20","","01","영업/정상","01","영업","","","","","","668.80","157-910","서울특별시 강서구 화곡동 937-23","서울특별시 강서구 월정로20길 14 (화곡동)","07775","하임 B","2023-07-27 16:07:44","U","2022-12-06 21:00:00.0","여관업","185735.265679472","447490.359323223","","","","","","","","","","","","","","","","","","","","","",""
"3000000","3000000-201-1986-00315","1986-12-01","","03","폐업","02","폐업","2023-08-11","","","","02  744 2299","43.50","110-842","서울특별시 종로구 창신동 449-1","서울특별시 종로구 종로48길 26-4 (창신동)","03119","미니호텔달콤1","2023-08-23 13:28:06","U","2022-12-07 22:05:00.0","여인숙업","200980.101255968","452085.929301194","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-2023-00001","2023-01-31","","01","영업/정상","01","영업","","","","","02  456 3271","2060.00","143-808","서울특별시 광진구 광장동 327-1","서울특별시 광진구 아차산로76가길 12 (광장동)","04969","나무호텔","2023-01-31 17:13:55","I","2022-12-02 00:02:00.0","관광호텔","209407.745384399","449459.252995276","","","","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-201-2016-00023","2016-12-15","","03","폐업","02","폐업","2023-03-21","","","","","444.72","100-846","서울특별시 중구 을지로3가 5-14 2~5층","서울특별시 중구 충무로9길 41 (을지로3가, 2~5층)","04543","써니게스트하우스 서울시티","2023-03-21 14:47:39","U","2022-12-02 22:03:00.0","숙박업 기타","199055.029595126","451604.68137482","","","","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-201-2015-00009","2015-03-11","","03","폐업","02","폐업","2023-03-21","","","","07088338160","401.22","100-310","서울특별시 중구 오장동 139-20 삼덕빌딩 4,5,6층","서울특별시 중구 동호로 343, 4,5,6층 (오장동, 삼덕빌딩)","04547","서울엔호스텔","2023-03-21 17:15:34","U","2022-12-02 22:03:00.0","숙박업 기타","200114.588886239","451412.287586053","","","","","","","","","","","","","","","","","","","","","",""
"3200000","3200000-201-1986-00215","1986-01-07","","01","영업/정상","01","영업","","","","","02 8841858","215.99","151-892","서울특별시 관악구 신림동 1433-105","서울특별시 관악구 남부순환로 1591-8 (신림동)","08759","에로스","2023-03-21 13:40:56","U","2022-12-02 22:03:00.0","여관업","193491.945807891","442478.790315527","","","","","","","","","","","","","","","","","","","","","",""
"3060000","3060000-201-1983-00026","1983-09-08","","01","영업/정상","01","영업","","","","","050713873992","444.10","131-822","서울특별시 중랑구 면목동 170-1","서울특별시 중랑구 동일로 567 (면목동)","02235","리츠","2023-03-21 09:45:15","U","2022-12-02 22:03:00.0","여관업","206933.554973399","453192.004676449","","","","","","","","","","","","","","","","","","","","","",""
"3050000","3050000-201-2008-00001","2008-11-06","","01","영업/정상","01","영업","","","","","0222418501","1498.10","130-805","서울특별시 동대문구 답십리동 494-5","서울특별시 동대문구 천호대로 291-1, 3층,5층~8층 (답십리동)","02604","(에스엠)부티크호텔","2023-07-10 10:57:52","U","2022-12-06 23:03:00.0","관광호텔","204662.341213164","451605.260722901","","","","","","","","","","","","","","","","","","","","","",""
"3170000","3170000-201-2006-00001","2006-11-29","","01","영업/정상","01","영업","","","","","02 8391222","4335.26","153-801","서울특별시 금천구 가산동 141-1","서울특별시 금천구 남부순환로 1262 (가산동)","08527","마인드(MIND) 관광호텔","2023-05-17 09:19:53","U","2022-12-04 23:09:00.0","관광호텔","190291.362021742","441856.76167243","","","","","","","","","","","","","","","","","","","","","",""
"3120000","3120000-201-1990-01031","1990-12-29","","01","영업/정상","01","영업","","","","","","538.14","120-833","서울특별시 서대문구 창천동 13-91","서울특별시 서대문구 연세로2다길 11-1 (창천동)","03778","호스텔 세븐","2023-07-10 10:20:49","U","2022-12-06 23:03:00.0","숙박업 기타","194520.284788011","450509.647600595","","","","","","","","","","","","","","","","","","","","","",""
"3080000","3080000-201-1997-00223","1997-12-23","","01","영업/정상","01","영업","","","","","02 9078182","630.21","142-867","서울특별시 강북구 번동 446-42","서울특별시 강북구 오패산로79길 13 (번동)","01062","365호텔","2023-07-13 14:53:40","U","2022-12-06 23:05:00.0","여관업","202200.670940026","459416.830228928","","","","","","","","","","","","","","","","","","","","","",""
"3000000","3000000-201-2023-00001","2023-07-31","","01","영업/정상","01","영업","","","","","","258.24","110-111","서울특별시 종로구 관철동 180 스타골드빌딩","서울특별시 종로구 삼일대로17길 51, 스타골드빌딩 4층 (관철동)","03189","서울큐브 종로","2023-07-31 10:11:51","I","2022-12-08 00:02:00.0","숙박업 기타","198575.614557683","451869.596952219","","","","","","","","","","","","","","","","","","","","","",""
"3020000","3020000-201-1966-00144","1966-04-01","","01","영업/정상","01","영업","","","","","02714 4976","212.84","140-807","서울특별시 용산구 갈월동 90-7","서울특별시 용산구 한강대로 275-1 (갈월동)","04321","더메종컴퍼니","2023-07-24 14:20:51","U","2022-12-06 22:06:00.0","여관업","197474.736212921","448962.480985745","","","","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-201-2023-00008","2023-07-20","","01","영업/정상","01","영업","","","","","","1222.70","100-101","서울특별시 중구 태평로1가 31-28","서울특별시 중구 무교로 17-27, 3층~10층 (태평로1가)","04520","유에이치스위트 센트럴 서울","2023-07-20 17:40:20","I","2022-12-06 22:02:00.0","일반호텔","198012.178157964","451664.060202968","","","","","","","","","","","","","","","","","","","","","",""
"3000000","3000000-214-2023-00003","2023-07-25","","01","영업/정상","01","영업","","","","","","453.91","110-470","서울특별시 종로구 연지동 179","서울특별시 종로구 종로31길 50-7 (연지동)","03129","Maison","2023-07-25 14:03:23","I","2022-12-06 22:07:00.0","숙박업(생활)","199847.981505202","452305.325464649","","","","","","","","","","","","","","","","","","","","","",""
"3030000","3030000-201-2003-00010","2003-02-14","","01","영업/정상","01","영업","","","","","0222128554","659.00","133-847","서울특별시 성동구 용답동 228-6","서울특별시 성동구 자동차시장1길 29 (용답동)","04808","새턴호텔(SATURN HOTEL)","2023-07-28 10:37:31","U","2022-12-06 21:00:00.0","관광호텔","205306.029406852","451019.471122131","","","","","","","","","","","","","","","","","","","","","",""
"3130000","3130000-201-1999-00158","1999-05-07","","01","영업/정상","01","영업","","","","","02 7175003","1649.00","121-807","서울특별시 마포구 노고산동 109-154","서울특별시 마포구 서강로 128 (노고산동)","04100","에스호텔","2023-07-25 14:58:04","U","2022-12-06 22:07:00.0","여관업","194192.994417283","450148.819408241","","","","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-201-2019-00001","2019-02-12","","01","영업/정상","01","영업","","","","","","2271.86","150-033","서울특별시 영등포구 영등포동3가 21-8","서울특별시 영등포구 영중로4길 9-6 (영등포동3가)","07304","데쟈트","2023-07-26 14:08:22","U","2022-12-06 22:08:00.0","일반호텔","191756.391233188","446178.843247466","","","","","","","","","","","","","","","","","","","","","",""
"3060000","3060000-201-1981-00016","1981-06-12","","01","영업/정상","01","영업","","","","","02  973 4488","200.07","131-850","서울특별시 중랑구 묵동 188-5","서울특별시 중랑구 동일로 850 (묵동)","02046","힐하우스","2023-07-31 11:50:56","U","2022-12-08 00:02:00.0","여관업","206898.416758139","455994.68356193","","","","","","","","","","","","","","","","","","","","","",""
"3180000","3180000-201-2003-00129","2003-02-26","","01","영업/정상","01","영업","","","","","8323798","116.00","150-850","서울특별시 영등포구 신길동 428-23","서울특별시 영등포구 신풍로2길 1-3 (신길동)","07426","신길여인숙","2023-08-01 11:32:08","U","2022-12-08 00:03:00.0","여인숙업","191794.270348749","444188.751582533","","","","","","","","","","","","","","","","","","","","","",""
"3080000","3080000-201-1970-00144","19701228","","01","영업/정상","01","영업","","","","","02 9880815","132.09","142814","서울특별시 강북구 미아동 775-26","서울특별시 강북구 솔매로 62-3 (미아동)","01168","샤-인","2022-06-08 14:47:03","U","2021-12-05 23:00:00.0","여관업","201619.686704559","458036.720490232","","","","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-201-1980-00017","1980-09-30","","01","영업/정상","01","영업","","","","","0226984532","372.18","157-910","서울특별시 강서구 화곡동 937-10","서울특별시 강서구 월정로18길 11 (화곡동)","07775","그린피아","2023-08-02 17:11:34","U","2022-12-08 00:04:00.0","여관업","185745.235534198","447471.396334129","","","","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-201-2023-00001","2023-02-01","","01","영업/정상","01","영업","","","","","","2559.05","100-080","서울특별시 중구 북창동 13-2","서울특별시 중구 남대문로1길 56, 3~9층 (북창동)","04526","르서울호텔","2023-08-31 13:44:10","U","2022-12-09 00:02:00.0","일반호텔","197965.073451468","451239.646771015","","","","","","","","","","","","","","","","","","","","","",""
"3010000","3010000-201-2017-00002","2017-02-15","","01","영업/정상","01","영업","","","","","02  774 1212","386.04","100-042","서울특별시 중구 남산동2가 36-6 1~2층","서울특별시 중구 소공로6길 29 (남산동2가, 1~2층)","04631","우주 남산점","2023-06-29 10:43:30","U","2022-12-07 00:01:00.0","관광호텔","198584.797257551","450705.210249383","","","","","","","","","","","","","","","","","","","","","",""
"3020000","3020000-201-2023-00001","2023-03-22","","01","영업/정상","01","영업","","","","","02  748 4417","40359.50","140-881","서울특별시 용산구 한강로3가 40-708","서울특별시 용산구 한강대로23길 25 (한강로3가)","04378","로카우스호텔","2023-03-22 14:19:31","I","2022-12-02 22:04:00.0","관광호텔","196785.404801941","447267.982864433","","","","","","","","","","","","","","","","","","","","","",""
"3240000","3240000-201-1999-00187","1999-05-07","","01","영업/정상","01","영업","","","","","02 4777894","789.40","134-814","서울특별시 강동구 길동 449-2","서울특별시 강동구 진황도로 92-7 (길동)","05355","레미","2023-06-07 13:05:28","U","2022-12-06 00:09:00.0","여관업","211991.764942766","448175.020465435","","","","","","","","","","","","","","","","","","","","","",""
"3000000","3000000-201-1988-00156","1988-07-21","","01","영업/정상","01","영업","","","","","02 2352641","488.00","110-827","서울특별시 종로구 숭인동 1233","서울특별시 종로구 보문로 15-1 (숭인동)","03111","하이스테이 종로 1233","2023-03-22 15:13:32","U","2022-12-02 22:04:00.0","여관업","201956.888133032","452755.072729623","","","","","","","","","","","","","","","","","","","","","",""
"3000000","3000000-201-1969-00170","19690621","","01","영업/정상","01","영업","","","","","02  733 3555","746.60","110090","서울특별시 종로구 교북동 1-12 45,43","서울특별시 종로구 통일로 220 (교북동,45,43)","03029","독립문호텔","2022-09-26 17:20:59","U","2021-12-08 22:08:00.0","여관업","196404.765774122","452269.075884037","","","","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-214-2017-00002","20170214","","01","영업/정상","01","영업","","","","","","6,471.22","157210","서울특별시 강서구 마곡동 797-12","서울특별시 강서구 마곡동로4길 23 (마곡동)","07803","더퍼스트스테이 호텔","2022-08-29 13:27:36","U","2021-12-07 21:01:00.0","숙박업(생활)","185455","450827","","","","","","","","","","","","","","","","","","","","","",""
"3150000","3150000-214-2017-00001","20170118","","03","폐업","02","폐업","20220405","","","","02  21619000","7,963.44","157210","서울특별시 강서구 마곡동 760-1 (힐스테이트 에코 마곡나루역)","서울특별시 강서구 마곡중앙로 161-11, 지하1~14층 (마곡동, 가양1동, 힐스테이트 에코 마곡나루역)","07788","라마다앙코르서울마곡","2022-04-05 13:57:57","U","2021-12-04 00:07:00.0","숙박업(생활)","184618","451786","","","","","","","","","","","","","","","","","","","","","",""
"3170000","3170000-201-1973-00099","1973-09-10","","01","영업/정상","01","영업","","","","","02 8628465","69.12","153-800","서울특별시 금천구 가산동 42-20","서울특별시 금천구 벚꽃로40길 26 (가산동)","08509","휴모텔","2023-03-22 09:53:38","U","2022-12-02 22:04:00.0","여인숙업","189693.316961667","442248.968604575","","","","","","","","","","","","","","","","","","","","","",""
"3040000","3040000-201-2015-00001","2015-09-21","","01","영업/정상","01","영업","","","","","02  465 7171","2821.00","143-840","서울특별시 광진구 군자동 350-6","서울특별시 광진구 동일로 212 (군자동)","05002","호텔컬리넌건대","2023-06-27 11:50:19","U","2022-12-05 22:09:00.0","관광호텔","206032.404204369","449812.167768449","","","","","","","","","","","","","","","","","","","","","",""
"3190000","3190000-201-2016-00002","2016-02-02","","01","영업/정상","01","영업","","","","","02  21629181","10159.33","156-854","서울특별시 동작구 신대방동 698 신라스테이해링턴타워","서울특별시 동작구 시흥대로 596 (신대방동, 신라스테이해링턴타워)","07074","신라스테이","2023-08-08 10:58:08","U","2022-12-07 23:00:00.0","관광호텔","191481.81674639","442602.765890516","","","","","","","","","","","","","","","","","","","","","",""
