"기준_년_코드","기준_분기_코드","상권_구분_코드","상권_구분_코드_명","상권_코드","상권_코드_명","집객시설_수","관공서_수","은행_수","종합병원_수","일반_병원_수","약국_수","유치원_수","초등학교_수","중학교_수","고등학교_수","대학교_수","백화점_수","슈퍼마켓_수","극장_수","숙박_시설_수","공항_수","철도_역_수","버스_터미널_수","지하철_역_수","버스_정거장_수"
"2019","2","A","골목상권","1000121","용답29길","134","5","6","","3","18","1","1","","","","","1","4","4","","","","2","16"
"2019","2","A","골목상권","1000068","원효로89길","140","5","6","","","10","","1","2","2","","","1","","27","","","","2","22"
"2019","2","A","골목상권","1000070","이태원로27길","185","10","7","","","4","","1","","","","","","7","23","","","","2","33"
"2019","2","A","골목상권","1000033","다산로39길","122","5","4","","1","11","","2","1","2","","","1","5","15","","","","3","11"
"2019","2","A","골목상권","1000001","계동길","204","6","4","","","3","1","1","1","2","","","","40","63","","","","","45"
"2019","2","A","골목상권","1000002","난계로27길","150","5","10","","2","9","","","","","","","1","4","33","","","","2","28"
"2019","2","A","골목상권","1000042","청구로17길","125","7","4","","1","13","3","3","","","","","","3","6","","","","1","10"
"2019","2","A","골목상권","1000082","한강대로7길","70","2","4","","","9","","1","","","","","","3","2","","","","1","16"
"2019","2","A","골목상권","1000167","천호대로129길","135","1","1","","","16","4","1","","1","","","1","1","5","","","","1","27"
"2019","2","A","골목상권","1000046","퇴계로46길","137","4","6","","1","11","1","1","","","12","","","","33","","","","1","8"
"2019","2","A","골목상권","1000264","돌곶이로27길","99","5","2","","","12","2","2","","","3","","","1","1","","","","1","16"
"2019","2","A","골목상권","1000260","중랑천로10길","117","5","2","","1","11","2","2","","","","","2","1","4","","","","","21"
"2019","2","A","골목상권","1000262","돌곶이로14길","65","","2","","","12","2","1","1","1","","","","","","","","","","11"
"2019","2","A","골목상권","1000255","신내로7가길","88","1","","","1","4","2","2","2","1","","","","","1","","","","1","14"
"2019","2","A","골목상권","1000287","오패산로3길","105","4","3","","","11","1","2","1","1","","","","","2","","","","","23"
"2019","2","A","골목상권","1000017","종로24길","176","2","9","","","13","","","","","","","","5","22","","","","2","20"
"2019","2","A","골목상권","1000103","상원12길","59","1","3","","1","2","","","","","2","","1","1","2","","","","2","12"
"2019","2","A","골목상권","1000320","도봉로13길","94","3","3","","1","10","","2","1","1","","1","1","1","4","","","","1","19"
"2019","2","A","골목상권","1000301","종암로19길","122","4","1","","1","10","3","","","","","","","","","","","","","36"
"2019","2","A","골목상권","1000313","화랑로32길","105","2","3","","","15","2","1","","","3","","","1","2","","","","1","12"
"2019","2","A","골목상권","1000314","화랑로40길","101","2","2","","2","12","1","2","","","","","","","3","","","","2","28"
"2019","2","A","골목상권","1000509","곰달래로2길","49","1","1","","","5","2","1","","","","","","1","","","","","","9"
"2019","2","A","골목상권","1000182","무학로16길","63","5","3","","1","6","2","","","","","","1","1","1","","","","","15"
"2019","2","A","골목상권","1000201","장한로5길","94","7","5","","3","14","2","1","","","","","","","5","","","","","13"
"2019","2","A","골목상권","1000207","제기로5길","95","2","2","","","3","2","1","","","28","","","1","13","","","","1","17"
"2019","2","A","골목상권","1000230","동일로112길","154","5","5","","3","13","2","3","","","","","2","","7","","","","3","20"
"2019","2","A","골목상권","1000228","동일로100길","152","5","5","","2","15","1","2","","","","","","","6","","","","","34"
"2019","2","A","골목상권","1000873","서초대로64길","134","4","5","","","8","3","1","1","","12","","2","1","12","","","","","26"
"2019","2","A","골목상권","1000702","도림천로21길","140","4","4","","1","17","1","1","","","","","","","12","","","","1","33"
"2019","2","A","골목상권","1000728","영등포로35길","172","5","9","","4","20","1","1","","","","","","","22","","","","1","21"
"2019","2","A","골목상권","1000795","남부순환로142길","120","5","5","","2","13","1","1","1","2","","","","","1","","","","","31"
"2019","2","A","골목상권","1000719","양평로19길","133","6","2","","1","9","1","2","1","1","","","","4","13","","","","1","36"
"2019","2","A","골목상권","1000821","신림로65길","210","2","4","","2","17","1","1","","","","","","1","30","","","","1","18"
"2019","2","A","골목상권","1000745","만양로14길","211","5","2","","","11","2","1","","","","","1","1","119","","","","2","24"
"2019","2","A","골목상권","1000666","독산로85길","77","4","3","","","11","","1","","","","","","","2","","","","","15"
"2019","2","A","골목상권","1000721","양평로28길","55","2","1","","1","4","1","","","","","","","","","","","","1","23"
"2019","2","A","골목상권","1000832","중앙길","204","3","5","","","25","","1","","","","","3","","6","","","","","37"
"2019","2","A","골목상권","1000833","청룡8길","103","4","4","","1","14","2","1","1","","","","","","5","","","","1","17"
"2019","2","A","골목상권","1000765","서달로8가길","91","2","3","1","1","15","2","2","1","","1","","2","","2","","","","","15"
"2019","2","A","골목상권","1000680","시흥대로68길","144","6","5","2","3","19","1","","","","","","","","4","","","","","21"
"2019","2","A","골목상권","1000766","성대로1길","158","4","5","","2","17","2","1","","","","","4","","25","","","","","12"
"2019","2","A","골목상권","1000009","삼청로5길","132","8","3","","1","1","","","","","","","","24","23","","","","","34"
"2019","2","A","골목상권","1000010","성균관로5길","168","7","8","12","1","7","","","","","19","","2","8","39","","","","","29"
"2019","2","A","골목상권","1000081","한강대로62길","71","5","2","","","4","","1","","","","","1","1","5","","","","3","10"
"2019","2","A","골목상권","1000241","면목로21길","68","2","1","","","5","2","1","1","","","","","","2","","","","","16"
"2019","2","A","골목상권","1000259","용마산로94길","106","4","1","1","","7","1","1","","1","8","","","1","4","","","","","26"
"2019","2","A","골목상권","1000286","오패산로19길","154","2","5","","1","17","3","2","2","2","","","","","5","","","","","34"
"2019","2","A","골목상권","1000318","덕릉로40길","58","4","","","","8","1","1","1","","1","","1","","2","","","","","23"
"2019","2","A","골목상권","1000281","삼양로8길","150","4","2","1","3","17","4","1","","1","","","","","1","","","","1","40"
"2019","2","A","골목상권","1000290","인촌로1길","124","6","2","","","10","3","1","","1","","","","","19","","","","1","20"
"2019","2","A","골목상권","1000295","장월로1길","100","4","2","","","6","2","1","1","","11","","","","5","","","","1","19"
"2019","2","A","골목상권","1000323","도봉로67길","100","3","2","","1","13","2","1","1","1","2","","2","","3","","","","","9"
"2019","2","A","골목상권","1000508","곰달래로10길","110","3","1","","","11","3","1","","","","","","","","","","","","9"
"2019","2","A","골목상권","1000537","오목로30길","131","4","4","","1","12","1","1","1","","","","1","","13","","","","2","18"
"2019","2","A","골목상권","1000322","도봉로45길","122","6","4","","2","15","1","1","2","2","2","","4","","10","","","","1","12"
"2019","2","A","골목상권","1000561","강서로47길","129","2","5","1","3","15","2","3","2","5","","","3","","4","","","","","20"
"2019","2","A","골목상권","1000210","천호대로17길","84","2","3","1","1","11","1","1","","","","","","","1","","","","1","23"
"2019","2","A","골목상권","1000197","장한로26가길","112","3","3","","1","14","","1","1","","","","","","6","","","","","19"
"2019","2","A","골목상권","1000052","녹사평대로32길","126","3","6","","","4","","1","","","","","","4","20","","","","2","23"
"2019","2","A","골목상권","1000131","광나루로40길","81","1","4","","","8","2","","1","1","","","1","","7","","","","","11"
"2019","2","A","골목상권","1000238","동일로163길","122","3","1","","1","11","1","2","","","","","","","1","","","","1","21"
"2019","2","A","골목상권","1000701","도림로63길","59","1","2","","1","9","2","1","","","","","","","","","","","","23"
"2019","2","A","골목상권","1000784","관천로15길","58","3","1","","","7","","1","","","","","","2","3","","","","","11"
"2019","2","A","골목상권","1000785","관천로22길","135","3","6","","","15","","","","","","","1","2","14","","","","","20"
"2019","2","A","골목상권","1000830","조원로18길","103","5","4","","2","13","1","1","","","","","","","6","","","","","21"
"2019","2","A","골목상권","1000748","사당로16길","105","4","2","","","10","","","1","","","","2","","4","","","","1","10"
"2019","2","A","골목상권","1000798","남부순환로172길","81","2","1","","1","9","1","1","2","1","","","","","9","","","","","15"
"2019","2","A","골목상권","1000731","영등포로84길","93","3","1","1","2","6","","1","","","","","2","","21","","","","1","21"
"2019","2","A","골목상권","1000713","선유서로28길","72","5","1","","3","7","2","1","","","","","","","5","","","","1","17"
"2019","2","A","골목상권","1000746","만양로8길","205","3","2","1","1","9","4","1","","","","","2","","104","","","","","25"
"2019","2","A","골목상권","1000791","난곡로34길","100","2","2","","1","20","2","","1","1","","","","","","","","","","15"
"2019","2","A","골목상권","1000757","상도로15길","209","2","7","","2","20","","1","2","1","","","4","","33","","","","1","31"
"2019","2","A","골목상권","1000827","장군봉1길","104","3","3","","1","13","3","1","1","","","","","","6","","","","1","15"
"2019","2","A","골목상권","1000789","난곡로24길","51","2","","","","6","2","1","3","3","","","","","","","","","","8"
"2019","2","A","골목상권","1000809","법원단지길","88","2","2","","1","18","2","1","","","","","","","","","","","","17"
"2019","2","A","골목상권","1000825","은천로25길","112","2","1","","","14","2","2","","","","","2","","1","","","","","23"
"2019","2","A","골목상권","1000693","대림로29길","130","6","5","","2","16","2","2","1","","","","","","8","","","","2","23"
"2019","2","A","골목상권","1000729","영등포로62길","71","2","1","","1","3","1","","1","2","","","1","","8","","","","3","11"
"2019","2","A","골목상권","1000734","국사봉2길","160","5","4","","","18","","","","","","","2","","13","","","","1","24"
"2019","2","A","골목상권","1000831","조원중앙로2길","107","5","4","","2","12","1","1","","","","","","1","3","","","","","20"
"2019","2","A","골목상권","1000384","상계로9가길","164","6","3","1","3","13","1","2","1","","","","1","","10","","","","1","33"
"2019","2","A","골목상권","1000992","양재대로96길","117","","4","","1","11","2","2","2","1","","","1","","5","","","","1","28"
"2019","2","A","골목상권","1000387","한글비석로24길","121","3","3","","","10","","1","","","","","1","","3","","","","1","22"
"2019","2","A","골목상권","1000908","도산대로38길","126","5","14","","4","6","","","1","","","","","1","5","","","","","12"
"2019","2","A","골목상권","1000940","거마로20길","122","5","2","","","17","3","1","","","","","","","2","","","","","13"
"2019","2","A","골목상권","1000874","서초대로8길","59","1","1","","","3","1","1","1","","","","1","","5","","","","","22"
"2019","2","A","골목상권","1000949","백제고분로39길","106","2","5","","1","11","2","1","","","","","","5","12","","","","1","14"
"2019","2","A","골목상권","1000845","강남대로34길","157","5","7","1","2","17","","","","","1","","1","1","14","","","","1","26"
"2019","2","A","골목상권","1000877","주흥15길","160","1","8","","1","14","1","","","","","","2","","17","","","","1","11"
"2019","2","A","골목상권","1000883","효령로72길","99","8","5","","","7","","","","","","","1","1","15","","","","","25"
"2019","2","A","골목상권","1000887","강남대로136길","211","3","18","","1","12","","","","","","","1","","19","","","","1","18"
"2019","2","A","골목상권","1000852","논현로27길","84","4","11","","1","6","","","","","1","","1","","4","","","","","25"
"2019","2","A","골목상권","1000950","백제고분로42길","191","3","9","","3","24","","1","1","2","","","1","","19","","","","1","24"
"2019","2","A","골목상권","1000801","남현2길","73","3","2","","","8","1","1","","","","","1","","8","","","","","5"
"2019","2","A","골목상권","1000741","동작대로33길","178","2","6","","","17","1","","1","2","","","2","","7","","","","1","21"
"2019","2","A","골목상권","1000786","구암길","117","2","1","","","9","4","1","2","2","","","1","","","","","","","41"
"2019","2","A","골목상권","1000775","장승배기로10길","181","6","4","","1","17","1","","1","","","","2","","27","","","","1","40"
"2019","2","A","골목상권","1000861","반포대로9길","64","3","4","","1","5","","1","1","2","","","1","","2","","","","","18"
"2019","2","A","골목상권","1000777","장승배기로27길","147","9","6","","","10","1","1","","","","","3","","50","","","","2","19"
"2019","2","A","골목상권","1000892","개포로82길","54","1","3","","","4","","1","1","1","","","","","3","","","","1","16"
"2019","2","A","골목상권","1000961","양재대로71길","133","8","10","","","11","1","1","1","1","","","3","10","2","","","","3","30"
"2019","2","A","골목상권","1000963","오금로11길","221","3","5","","2","13","1","","1","","","","","1","41","","","","","15"
"2019","2","A","골목상권","1001008","천호옛14길","197","5","5","","5","19","","","","","","","","1","11","","","","2","20"
"2019","2","A","골목상권","1000990","양재대로91길","135","1","3","","","17","2","1","1","","","","","","11","","","","1","20"
"2019","2","A","골목상권","1000406","연서로29길","154","4","4","","1","17","3","2","1","1","","","3","","11","","","","1","26"
"2019","2","A","골목상권","1000409","연서로3길","82","2","1","2","1","8","1","1","","1","1","","","","","","","","","17"
"2019","2","A","골목상권","1000331","삼양로41길","177","5","4","","1","22","2","2","2","2","","","1","","1","","","","","40"
"2019","2","A","골목상권","1000398","역말로9길","121","3","1","","1","9","1","2","","2","","","","","5","","","","1","24"
"2019","2","A","골목상권","1000369","방학로10길","89","3","2","","1","10","1","2","1","","","","","1","","","","","","23"
"2019","2","A","골목상권","1000392","갈현로41길","74","3","1","","","7","1","","","","","","","","1","","","","","29"
"2019","2","A","골목상권","1000375","우이천로32길","82","6","1","","","1","2","3","1","2","13","","","","2","","","","","33"
"2019","2","A","골목상권","1000396","서오릉로8길","126","1","2","","","12","1","","","","","","2","","5","","","","1","27"
"2019","2","A","골목상권","1000534","신월로15길","113","","6","","2","15","3","1","","","","","","","","","","","","20"
"2019","2","A","골목상권","1000347","한천로124나길","97","5","4","1","3","9","1","1","1","","","","1","","4","","","","","18"
"2019","2","A","골목상권","1000955","송이로23길","107","6","3","","6","12","","2","1","","","","1","","9","","","","1","17"
"2019","2","A","골목상권","1000899","논현로159길","204","2","9","","","12","1","1","1","1","","","1","6","16","","","","","7"
"2019","2","A","골목상권","1000425","증산로21길","119","3","2","","","13","4","1","","","","","2","","3","","","","1","19"
"2019","2","A","골목상권","1000434","통일로92길","107","2","1","","1","9","1","1","2","2","","","","","4","","","","","27"
"2019","2","A","골목상권","1000448","증가로20가길","71","1","3","","","5","3","1","1","","8","","","","1","","","","","13"
"2019","2","A","골목상권","1000442","세무서길","181","5","5","1","2","23","3","2","","","","","2","","4","","","","1","27"
"2019","2","A","골목상권","1000475","망원로11길","93","3","2","","","10","","1","","","","","","","4","","","","","22"
"2019","2","A","골목상권","1000466","동교로17길","142","2","9","","","5","1","2","1","1","","","","1","36","","","","","43"
"2019","2","A","골목상권","1000476","망원로2길","89","2","1","","","6","","1","","","","","","2","2","","","","","30"
"2019","2","A","골목상권","1000627","구로동로28길","132","7","3","2","1","21","1","","1","","","","","","11","","","","","13"
"2019","2","A","골목상권","1000569","곰달래로25길","160","3","3","","","15","1","1","","","","","","","11","","","","2","19"
"2019","2","A","골목상권","1000637","구로중앙로7길","115","5","2","","","16","3","1","2","","","","","","8","","","","","13"
"2019","2","A","골목상권","1000599","월정로20길","101","2","1","","","10","2","","","","","","","","3","","","","","9"
"2019","2","A","골목상권","1000512","남부순환로33길","96","5","4","","1","12","2","","2","","","","1","","4","","","","","25"
"2019","2","A","골목상권","1000251","봉화산로4길","127","5","4","","","14","2","","1","","","","1","","1","","","","2","29"
"2019","2","A","골목상권","1000274","보문로13길","72","2","3","","2","7","3","2","1","1","","","1","","6","","","","","10"
"2019","2","A","골목상권","1000276","보문로31길","111","7","2","","","5","3","1","","1","","","","","16","","","","","22"
"2019","2","A","골목상권","1000277","보문로32길","114","5","2","2","1","10","1","","","","9","","","","24","","","","","22"
"2019","2","A","골목상권","1000653","중앙로1길","95","4","4","2","1","7","1","2","1","1","","","","","4","","","","1","26"
"2019","2","A","골목상권","1000629","구로동로41길","65","2","2","2","2","14","1","","","","","","1","","4","","","","","7"
"2019","2","A","골목상권","1000575","공항대로42길","104","2","3","","3","12","2","1","1","","","","3","","6","","","","","30"
"2019","2","A","골목상권","1000524","목동중앙로13나길","35","","","","","1","","1","","","","","","","","","","","1","19"
"2019","2","A","골목상권","1000578","공항대로59다길","148","2","8","","","16","3","2","2","","","","3","","5","","","","1","22"
"2019","2","A","골목상권","1000546","중앙로47길","104","3","2","","","16","1","2","1","","","","1","","3","","","","1","13"
"2019","2","A","골목상권","1000589","방화대로21길","118","2","6","","1","12","1","1","1","","","","1","","7","","","","2","23"
"2019","2","A","골목상권","1000494","와우산로29가길","139","1","2","","","3","","1","","","12","","","7","65","","","","1","24"
"2019","2","A","골목상권","1000609","개봉로11길","139","5","5","","1","14","2","1","1","","","","2","","2","","","","","42"
"2019","2","A","골목상권","1000613","개봉로20길","152","3","5","","1","15","4","1","","","","","2","","6","","","","1","27"
"2019","2","A","골목상권","1000620","경인로47길","87","3","4","2","1","7","","2","1","1","3","","","","3","","","","1","24"
"2019","2","A","골목상권","1000595","양천로49길","62","3","3","","","3","1","1","","","","","1","2","","","","","1","17"
"2019","2","A","골목상권","1000224","겸재로54길","142","6","1","","","10","1","1","1","","","","2","","7","","","","1","22"
"2019","2","A","골목상권","1000642","디지털로27길","100","3","10","","","10","2","1","","","","","","","5","","","","1","16"
"2019","2","A","골목상권","1000249","봉우재로33길","123","","3","","2","7","1","1","","","","","","1","6","","","1","3","18"
"2019","2","A","골목상권","1000618","경인로31길","102","3","2","","","10","1","1","1","","1","","","","2","","","","","33"
"2019","2","A","골목상권","1000135","긴고랑로8길","85","3","2","","","10","1","","","","","","1","","5","","","","","20"
"2019","2","A","골목상권","1000175","답십리로64길","82","3","1","","2","13","","1","","","","","","","1","","","","","15"
"2019","2","A","골목상권","1000091","둘레9길","88","4","1","","","14","2","","1","1","","","2","","","","","","","20"
"2019","2","A","골목상권","1000151","아차산로40길","135","4","6","","1","13","5","3","3","2","1","","","","11","","","","1","20"
"2019","2","A","골목상권","1000067","원효로53길","149","8","8","","","13","3","2","","","","","2","","7","","","","1","36"
"2019","2","A","골목상권","1000661","독산로40길","85","5","1","","","10","","1","1","","","","","","","","","","","15"
"2019","2","A","골목상권","1000828","장군봉2길","75","1","2","","1","7","","","2","","","","","","4","","","","1","14"
"2019","2","A","골목상권","1000787","국회단지길","91","3","1","","1","5","4","1","","1","","","1","","","","","","","30"
"2019","2","A","골목상권","1000816","신림로11길","106","3","1","","","7","1","1","1","1","","","1","","43","","","","","27"
"2019","2","A","골목상권","1000723","여의대방로39길","75","2","2","","2","9","2","1","1","1","","","","","7","","","","1","17"
"2019","2","A","골목상권","1000724","여의대방로43나길","93","3","2","","1","7","3","1","","","","","","","6","","","","","29"
"2019","2","A","골목상권","1001010","풍성로37가길","93","3","1","","2","11","1","1","1","","","","1","1","9","","","","","14"
"2019","2","A","골목상권","1000972","구천면로41길","100","","1","","1","17","4","3","1","","","","2","","2","","","","","14"
"2019","2","A","골목상권","1001003","천호대로162길","161","4","3","","4","15","","","","","","","","1","10","","","","1","22"
"2019","2","A","골목상권","1000934","일원로9길","107","3","4","3","1","15","","2","","1","","","2","","6","","","","1","30"
"2019","2","A","골목상권","1000967","강동대로53길","163","11","7","","","11","2","2","3","2","8","","1","10","7","","","","2","31"
"2019","2","A","골목상권","1000936","학동로38길","118","5","9","","2","6","1","","","","","","1","2","11","","","","1","13"
"2019","2","A","골목상권","1000871","서초대로25길","130","3","12","","1","13","","","","","","","1","","8","","","","1","28"
"2019","2","A","골목상권","1000912","봉은사로109길","75","3","6","","2","3","","1","1","1","","","1","3","7","","","","1","12"
"2019","2","A","골목상권","1000391","갈현로33길","72","2","","","","7","3","2","2","2","","","","","9","","","","","19"
"2019","2","A","골목상권","1000901","논현로28길","84","6","3","","","5","1","","1","","","","2","1","8","","","","1","17"
"2019","2","A","골목상권","1001007","천호대로219길","48","2","3","","","4","2","1","1","2","","","","","","","","","","15"
"2019","2","A","골목상권","1000868","사평대로57길","209","3","8","","1","16","1","","","","","","1","","28","","","","1","23"
"2019","2","A","골목상권","1000855","동광로39길","87","8","6","","","4","","","1","","","","1","2","3","","","","","18"
"2019","2","A","골목상권","1000857","동산로19길","98","2","9","","1","7","2","1","1","1","","","1","1","8","","","","","18"
"2019","2","A","골목상권","1000945","백제고분로31길","151","4","6","","1","18","3","2","","","","","4","4","18","","","","","14"
"2019","2","A","골목상권","1000849","남부순환로325길","165","5","12","","3","10","","","","","","","1","4","11","","","1","1","29"
"2019","2","A","골목상권","1000913","봉은사로29길","154","3","8","","4","13","1","","","","","","","1","25","","","","1","17"
"2019","2","A","골목상권","1000921","삼성로64길","85","3","4","","1","7","1","1","","","","","2","","7","","","","","18"
"2019","2","A","골목상권","1000715","신길로39길","88","3","4","","1","11","1","3","1","1","","","2","","2","","","","","19"
"2019","2","A","골목상권","1000739","동작대로17길","200","6","8","","2","18","2","2","","","","","4","","9","","","","1","30"
"2019","2","A","골목상권","1000848","남부순환로317길","99","7","4","","1","5","","1","1","1","","","","4","6","","","","","24"
"2019","2","A","골목상권","1000859","마방로2길","68","6","1","","","3","","1","1","1","","","1","3","4","","","","1","23"
"2019","2","A","골목상권","1000931","영동대로112길","123","9","14","1","3","5","","","1","1","","","1","8","7","","","","1","20"
"2019","2","A","골목상권","1000771","여의대방로22나길","69","2","1","1","2","5","1","","1","","","","","1","6","","","","","16"
"2019","2","A","골목상권","1000959","양재대로62길","141","5","6","","4","14","1","2","2","1","","","10","","15","","","","2","19"
"2019","2","A","골목상권","1000778","흑석로13길","116","3","3","1","1","14","2","2","1","","1","","2","1","6","","","","1","23"
"2019","2","A","골목상권","1000982","상일로5길","55","3","3","","","4","3","2","1","2","","","","","","","","","","16"
"2019","2","A","골목상권","1000987","양재대로116길","108","4","5","","2","10","3","1","","","","","1","","9","","","","1","9"
"2019","2","A","골목상권","1000984","성안로3길","112","13","6","","1","6","1","1","2","1","","","","10","2","","","","2","29"
"2019","2","A","골목상권","1000382","상계로12길","137","4","2","1","4","13","3","2","2","","","","","","9","","","","","22"
"2019","2","A","골목상권","1000974","동남로65길","43","2","1","","","1","3","2","1","3","","","","","","","","","","16"
"2019","2","A","골목상권","1000999","진황도로27길","172","2","3","","3","26","1","1","1","","","","","","16","","","","1","17"
"2019","2","A","골목상권","1000539","오목로5길","83","3","2","","","10","2","2","","","","","","","","","","","","4"
"2019","2","A","골목상권","1000407","연서로33길","105","4","3","","","13","1","1","1","","","","3","","4","","","","1","15"
"2019","2","A","골목상권","1000410","연서로41길","58","5","1","","","6","2","2","2","1","","","","","2","","","","","13"
"2019","2","A","골목상권","1000334","삼양로93길","68","4","","","1","10","1","1","","","","","1","","","","","","","21"
"2019","2","A","골목상권","1000364","도봉로156길","79","4","3","","","7","2","","1","","","","","","3","","","","","31"
"2019","2","A","골목상권","1000399","연서로11길","73","1","1","1","","7","3","1","2","2","","","","","1","","","","","21"
"2019","2","A","골목상권","1000371","방학로5길","126","4","5","","5","14","3","1","1","","","","1","","","","","","","31"
"2019","2","A","골목상권","1000340","오패산로30길","93","1","1","","","10","3","1","1","1","","","","","4","","","","","36"
"2019","2","A","골목상권","1000417","응암로12길","107","3","2","1","1","12","4","2","1","1","","","","","","","","","","16"
"2019","2","A","골목상권","1000341","오패산로52길","56","1","","","","2","2","1","1","1","3","","","","","","","","","26"
"2019","2","A","골목상권","1000897","논현로123길","50","2","5","","1","5","","1","","","","","2","1","4","","","","","3"
"2019","2","A","골목상권","1000532","신목로5길","68","4","4","","","5","1","1","1","","","","1","","2","","","","","16"
"2019","2","A","골목상권","1000535","신월로20길","81","2","4","","2","12","1","1","1","","","","","","","","","","","10"
"2019","2","A","골목상권","1000404","연서로27길","174","2","4","","3","21","3","2","1","1","","","1","","11","","","","1","30"
"2019","2","A","골목상권","1000441","세무서2길","173","5","5","1","2","19","5","1","","","","","2","","3","","","","1","24"
"2019","2","A","골목상권","1000450","증가로6길","92","5","2","","","8","","2","","","8","","1","","11","","","","","23"
"2019","2","A","골목상권","1000474","만리재옛길","105","8","6","","","10","","1","","","","","","","10","","","","","22"
"2019","2","A","골목상권","1000468","동교로25길","132","2","5","","","5","3","","1","2","","","","1","47","","","","","21"
"2019","2","A","골목상권","1000470","동교로38길","135","2","2","","","6","","","","","","","1","","60","","","","1","18"
"2019","2","A","골목상권","1000458","광성로6길","105","7","2","","","4","1","","1","1","17","","1","","14","","","","2","25"
"2019","2","A","골목상권","1000644","디지털로32길","146","5","9","","1","11","","","","","","","","","24","","","","1","26"
"2019","2","A","골목상권","1000645","부일로11길","64","4","","","","3","1","","1","6","","","","","","","","","","27"
"2019","2","A","골목상권","1000464","독막로32길","95","6","3","","","5","1","1","2","1","","","2","","12","","","","1","27"
"2019","2","A","골목상권","1000328","삼양로20길","46","1","","","","2","","3","1","2","","","","","","","","","","21"
"2019","2","A","골목상권","1000329","삼양로24길","104","2","3","","","11","","1","1","2","","","2","","","","","","","27"
"2019","2","A","골목상권","1000354","덕릉로60길","90","2","1","","","14","2","2","","","","","1","1","","","","","","21"
"2019","2","A","골목상권","1000604","화곡로20길","96","3","3","","1","9","2","1","2","","","","1","","3","","","","","22"
"2019","2","A","골목상권","1000605","화곡로31길","195","5","7","","4","25","1","1","","","","","1","","7","","","","1","27"
"2019","2","A","골목상권","1000598","우장산로6길","94","2","4","1","3","12","3","2","1","3","4","","2","1","2","","","","","14"
"2019","2","A","골목상권","1000634","구로중앙로28길","115","9","3","","1","10","","2","1","1","","","","","4","","","","","29"
"2019","2","A","골목상권","1000635","구로중앙로34길","78","4","2","","1","10","1","1","","","","1","","","3","","","","","19"
"2019","2","A","골목상권","1000250","봉화산로30길","87","4","1","","1","9","4","2","1","","","","","","1","","","","2","17"
"2019","2","A","골목상권","1000657","금하로1길","21","1","1","","","1","1","","","","","","","","","","","","","7"
"2019","2","A","골목상권","1000486","숭문8길","78","2","","","","2","4","2","2","3","18","","","","2","","","","","14"
"2019","2","A","골목상권","1000516","남부순환로79길","84","1","4","","2","9","3","1","1","","","","","","","","","","","21"
"2019","2","A","골목상권","1000271","동소문로2길","124","2","6","","","15","1","","1","","","","1","","11","","","","1","24"
"2019","2","A","골목상권","1000519","목동동로12길","155","4","9","","1","14","","2","2","","","","1","2","6","","","","1","22"
"2019","2","A","골목상권","1000521","목동로19길","147","1","7","","2","11","4","1","","3","","","1","","16","","","","1","16"
"2019","2","A","골목상권","1000497","월드컵로10길","127","2","3","","","10","2","1","","","","","","1","17","","","","1","33"
"2019","2","A","골목상권","1000525","목동중앙로3길","80","","2","","","11","3","2","2","1","","","","","","","","","","13"
"2019","2","A","골목상권","1000557","강서로29길","156","3","7","","3","19","1","1","1","","","","1","","6","","","","1","21"
"2019","2","A","골목상권","1000351","한천로140길","105","4","4","2","3","12","1","","1","","","","1","","3","","","","","21"
"2019","2","A","골목상권","1000350","한천로139가길","122","2","5","","1","13","2","","","","","","1","","8","","","","","21"
"2019","2","A","골목상권","1000378","공릉로58길","96","4","5","1","2","10","3","1","","2","22","","","","","","","","","17"
"2019","2","A","골목상권","1000612","개봉로1길","45","2","","","","5","","1","","","","","","","","","","","","13"
"2019","2","A","골목상권","1000563","강서로5가길","125","2","3","","","9","2","","","","","","","","11","","","","2","12"
"2019","2","A","골목상권","1000582","까치산로4길","112","3","3","","1","14","4","2","","","","","","","4","","","","","15"
"2019","2","A","골목상권","1000505","토정로37길","115","2","11","","","11","1","1","","","","","1","","5","","","","1","22"
"2019","2","A","골목상권","1000506","효창원로93길","79","4","1","","","5","1","1","1","1","6","","","","5","","","","","20"
"2019","2","A","골목상권","1000568","개화동로25길","157","7","8","","2","11","2","2","1","1","","","1","1","4","12","","","2","49"
"2019","2","A","골목상권","1000089","금호산2길","133","2","3","","","16","1","1","","","","","","","2","","","","","33"
"2019","2","A","골목상권","1000106","성덕정17길","115","2","2","","","16","4","1","2","","","","2","1","4","","","","1","29"
"2019","2","A","골목상권","1000109","성수이로7길","88","2","7","","","13","3","2","2","","","","2","2","7","","","","1","11"
"2019","2","A","골목상권","1000049","퇴계로90길","139","7","7","","","12","1","1","","1","","","","","10","","","","1","21"
"2019","2","A","골목상권","1000012","옥인길","95","2","2","","","5","2","1","1","1","7","","","8","25","","","","","11"
"2019","2","A","골목상권","1000053","녹사평대로40나길","92","4","5","","","3","","1","","","","","","1","12","","","","1","19"
"2019","2","A","골목상권","1000062","우사단로10길","137","8","4","4","1","15","1","1","","","7","","","3","19","","","","","22"
"2019","2","A","골목상권","1000092","뚝섬로5길","70","4","6","","","5","2","2","2","2","","","","1","6","","","","1","13"
"2019","2","A","골목상권","1000059","서빙고로71길","52","10","","","","1","1","1","2","1","","","","3","2","","","","1","15"
